A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
1;20151011022612;3;3;4;98;0;1;6;1;155.9881357
1;20151011022647;3;3;4;98;0;1;6;1;155.9881357
2;20151002042470;2;4;4;09;1;1;6;4;29.958418921
2;20151002040795;3;2;4;98;0;5;0;1;137.63770755
1;20151004027341;3;2;4;98;0;4;6;1;40.638525155
1;20151032033628;2;2;4;04;1;1;1;4;69.652084712
1;20151002042448;2;4;4;09;1;1;6;3;29.958418921
2;20151003000944;3;2;4;98;0;5;0;1;168.42979601
1;20151063022580;3;3;4;98;0;5;6;1;155.9881357
2;20151002037734;2;2;4;09;8;4;6;4;49.120102123
1;20151003026315;2;2;4;01;8;1;6;4;87.013462293
1;20151018022584;3;3;4;98;0;1;6;1;155.9881357
2;20151004027758;3;2;4;98;0;5;0;1;139.21820032
2;20151003007681;2;3;4;10;1;1;6;2;140.15557288
2;20151002039428;2;2;4;01;8;1;6;5;87.013462293
2;20151002037223;3;3;4;09;0;1;1;1;336.99290083
1;20151010029325;2;2;4;01;1;2;1;4;57.161648545
2;20151004037797;2;2;4;10;1;1;6;4;71.322980565
1;20151007034705;2;2;4;10;2;1;6;4;24.166040058
1;20151031033628;2;2;4;04;1;1;1;4;69.652084712
1;20151003001989;3;3;4;98;0;1;6;1;40.216604251
1;20151068022647;3;3;4;98;0;1;6;1;155.9881357
2;20151003017266;3;3;4;98;0;5;0;1;54.265112463
1;20151005029247;2;2;4;01;1;2;1;4;57.161648545
1;20151007001962;3;3;4;98;0;1;6;1;40.216604251
1;20151014011462;2;2;4;04;1;1;1;4;69.652084712
2;20151007000189;3;2;4;98;0;5;0;1;540.46027547
1;20151061022647;3;3;4;98;0;1;6;1;155.9881357
1;20151002037929;3;2;4;98;0;4;6;1;137.63770755
1;20151012026881;2;2;4;09;1;2;6;3;69.472367693
1;20151006041333;2;2;4;09;1;1;6;4;149.21342693
2;20151002040760;3;2;4;98;0;5;0;1;137.63770755
1;20151010032591;2;2;4;05;1;1;1;4;41.537836893
1;20151029022584;3;3;4;98;0;1;6;1;155.9881357
2;20151006039317;2;2;4;09;1;1;6;4;31.560455639
1;20151025026881;2;2;4;09;1;2;6;3;69.472367693
1;20151025022612;3;3;4;98;0;1;6;1;155.9881357
1;20151003034789;2;2;4;10;8;1;6;4;24.166040058
1;20151004041334;3;2;4;98;0;5;6;1;202.4183764
1;20151003034770;2;2;4;04;1;1;6;4;20.68051654
1;20151004033623;2;2;4;04;1;1;1;4;69.652084712
1;20151002041153;2;4;4;09;1;1;6;4;29.958418921
1;20151010032783;2;2;4;05;1;1;1;5;41.537836893
1;20151005012689;3;2;4;98;0;1;6;1;139.21820032
1;20151006035941;3;3;4;98;0;1;1;1;40.216604251
2;20151035002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003037937;3;2;4;98;0;1;1;1;137.63770755
2;20151003037237;3;3;4;09;0;1;1;1;336.99290083
1;20151003034652;2;2;4;10;8;1;6;4;24.166040058
1;20151003034635;2;2;4;10;2;1;6;4;24.166040058
1;20151004029247;2;2;4;01;1;2;1;4;57.161648545
1;20151026022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003012922;2;2;4;01;2;5;6;3;87.013462293
1;20151047022647;3;3;4;98;0;1;6;1;155.9881357
2;20151004042342;3;3;4;09;0;1;1;1;336.99290083
1;20151004042420;2;4;4;09;2;1;6;4;46.626722175
1;20151022033628;2;2;4;04;1;1;1;4;69.652084712
2;20151005020740;3;3;4;98;0;5;0;1;54.265112463
1;20151006035208;3;2;4;98;0;1;1;1;77.083365818
2;20151023002797;2;2;4;09;1;1;1;5;69.472367693
1;20151016012874;2;2;4;01;1;1;1;4;57.161648545
1;20151003027310;3;2;4;98;0;1;6;1;89.130417409
1;20151003022584;3;3;4;98;0;1;6;1;155.9881357
1;20151003012900;2;2;4;01;1;5;6;4;57.161648545
2;20151003027560;2;2;4;09;1;1;6;3;31.560455639
1;20151012022647;3;3;4;98;0;1;6;1;155.9881357
1;20151006032785;2;2;4;05;1;1;1;6;41.537836893
1;20151004032685;2;2;4;05;1;1;1;4;41.537836893
1;20151007022583;3;3;4;98;0;1;6;1;155.9881357
1;20151020022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003012726;2;2;4;13;1;1;6;4;38.850212931
1;20151002038058;3;2;4;98;0;1;1;1;137.63770755
2;20151003031382;3;2;4;98;0;5;0;1;89.130417409
2;20151004042470;2;4;4;09;1;1;6;4;29.958418921
1;20151005022602;3;3;4;98;0;1;6;1;155.9881357
2;20151004019074;3;3;4;98;0;5;0;1;155.9881357
2;20151002037207;3;3;4;09;0;1;1;1;336.99290083
1;20151004032594;2;2;4;05;1;1;1;4;41.537836893
2;20151003009132;2;2;4;04;1;1;1;4;69.652084712
1;20151056022580;3;3;4;98;0;5;6;1;155.9881357
1;20151012027301;3;2;4;98;0;1;1;1;89.130417409
1;20151003011925;2;2;4;09;1;1;6;3;31.062555211
1;20151003011912;2;2;4;09;1;2;6;3;31.062555211
2;20151005027758;3;2;4;98;0;5;0;1;139.21820032
1;20151032032785;2;2;4;05;1;1;1;6;41.537836893
1;20151005027969;2;2;4;04;8;1;6;5;43.114097531
2;20151003026472;2;2;4;05;1;1;1;4;145.56200237
1;20151092022580;3;3;4;98;0;5;6;1;155.9881357
2;20151015023868;3;3;4;04;0;1;6;1;336.99290083
1;20151004031037;2;2;4;09;1;2;6;3;64.39186504
1;20151006027079;3;2;4;98;0;1;1;1;89.130417409
1;20151006032594;2;2;4;05;1;1;1;4;41.537836893
1;20151021022612;3;3;4;98;0;1;6;1;155.9881357
1;20151003032785;2;2;4;05;1;1;1;6;41.537836893
1;20151002041327;2;2;4;09;1;1;6;3;149.21342693
2;20151013017056;2;2;4;01;1;1;6;6;71.030748729
1;20151026032585;2;2;4;05;1;1;1;4;41.537836893
1;20151003012001;3;3;4;98;0;1;6;1;54.265112463
1;20151003035941;3;3;4;98;0;1;1;1;40.216604251
1;20151003012005;3;3;4;98;0;1;6;1;54.265112463
1;20151006022631;3;3;4;98;0;1;6;1;155.9881357
1;20151005022637;3;3;4;98;0;1;6;1;155.9881357
2;20151003028622;2;2;4;10;8;1;6;4;91.071951935
1;20151002038050;3;2;4;98;0;4;6;1;137.63770755
1;20151006022573;3;3;4;98;0;5;6;1;155.9881357
1;20151018027079;3;2;4;98;0;1;1;1;89.130417409
1;20151021026881;2;2;4;09;1;2;6;3;69.472367693
2;20151008020730;3;3;4;98;0;5;0;1;54.265112463
1;20151015022583;3;3;4;98;0;1;6;1;155.9881357
2;20151003028801;3;2;4;98;0;5;0;1;40.638525155
1;20151003012066;2;3;4;13;8;4;6;3;62.257929258
2;20151003037704;2;2;4;04;1;1;6;5;50.178618671
1;20151003012068;3;3;4;98;0;1;6;1;54.265112463
2;20151039002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003028871;3;3;4;98;0;1;6;1;54.265112463
1;20151002042450;2;4;4;01;2;1;6;5;46.626722175
1;20151020012874;2;2;4;01;1;1;1;4;57.161648545
1;20151019019027;2;2;4;13;8;3;1;4;157.91064039
1;20151004026447;2;2;4;01;2;1;6;4;87.013462293
1;20151003032169;2;2;4;09;1;1;1;4;42.172884535
1;20151011022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003018975;3;2;4;98;0;1;6;1;78.210581088
1;20151011021124;2;2;4;01;1;1;1;4;208.20070748
2;20151004002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003032589;2;2;4;05;1;1;1;4;41.537836893
2;20151005001093;2;3;4;09;1;1;1;3;248.41551679
1;20151006017853;2;2;4;09;1;2;6;3;160.29395754
1;20151015029247;2;2;4;01;1;2;1;4;57.161648545
1;20151013011462;2;2;4;04;1;1;1;4;69.652084712
2;20151034002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003033518;2;2;4;04;1;1;1;4;69.652084712
2;20151003038748;3;2;4;98;0;5;0;1;139.21820032
1;20151028032785;2;2;4;05;1;1;1;6;41.537836893
2;20151005023902;3;3;4;04;0;1;1;1;336.99290083
2;20151003000905;3;2;4;98;0;5;0;1;168.42979601
1;20151004034705;2;2;4;10;2;1;6;4;24.166040058
2;20151002041879;2;2;4;04;1;1;6;4;69.652084712
1;20151022028862;3;3;4;98;0;1;6;1;54.265112463
1;20151016022584;3;3;4;98;0;1;6;1;155.9881357
1;20151024022612;3;3;4;98;0;1;6;1;155.9881357
1;20151011027079;3;2;4;98;0;1;1;1;89.130417409
1;20151003026286;2;2;4;01;1;1;1;4;57.161648545
2;20151002039504;2;2;4;10;2;1;6;5;91.071951935
2;20151002039505;2;2;4;10;1;1;6;4;71.322980565
1;20151003004393;3;3;4;98;0;1;6;1;54.265112463
1;20151005026750;3;2;4;98;0;1;6;1;69.443014999
1;20151003004428;2;3;4;10;1;1;6;2;48.757284588
1;20151016022612;3;3;4;98;0;1;6;1;155.9881357
2;20151003029076;2;2;4;09;1;1;1;4;160.29395754
1;20151003022615;3;3;4;98;0;1;6;1;155.9881357
1;20151017027079;3;2;4;98;0;1;1;1;89.130417409
1;20151030022647;3;3;4;98;0;1;6;1;155.9881357
1;20151005018780;3;2;4;98;0;1;1;1;78.210581088
2;20151029028717;2;2;4;09;1;2;6;2;69.472367693
1;20151031022580;3;3;4;98;0;5;6;1;155.9881357
1;20151002041321;2;2;4;09;1;1;6;4;149.21342693
1;20151003032078;3;2;4;98;0;1;6;1;81.572008472
1;20151003032056;3;2;4;98;0;1;6;1;60.01991477
1;20151005011457;2;2;4;04;1;1;1;4;69.652084712
1;20151017033628;2;2;4;04;1;1;1;4;69.652084712
2;20151004020729;2;3;4;13;1;4;6;3;39.854886125
2;20151004041200;2;4;4;09;2;5;6;4;46.626722175
1;20151019032585;2;2;4;05;1;1;1;4;41.537836893
2;20151003019308;2;2;4;09;1;1;6;2;28.408535475
1;20151003022553;2;3;4;01;1;1;6;3;117.56656449
2;20151006009053;3;2;4;98;0;5;0;1;112.80489618
1;20151005011729;2;2;4;09;1;2;6;3;31.062555211
2;20151033002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003005477;3;3;4;98;0;1;6;1;54.265112463
2;20151007023868;3;3;4;04;0;1;6;1;336.99290083
1;20151093022580;3;3;4;98;0;5;6;1;155.9881357
1;20151005027082;3;2;4;98;0;1;1;1;89.130417409
1;20151003026325;2;2;4;01;8;4;6;5;87.013462293
2;20151003032921;2;2;4;13;8;4;6;4;191.11466133
1;20151005011929;2;2;4;09;8;1;6;3;48.34517922
1;20151095022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003029859;3;2;4;98;0;4;6;1;139.21820032
1;20151037022647;3;3;4;98;0;1;6;1;155.9881357
1;20151034019027;2;2;4;13;8;3;1;4;157.91064039
1;20151003032871;2;2;4;05;1;1;1;4;41.537836893
1;20151029022647;3;3;4;98;0;1;6;1;155.9881357
1;20151003012752;2;2;4;10;8;4;6;4;60.688513843
1;20151006032686;2;2;4;05;1;1;1;4;41.537836893
1;20151004026750;3;2;4;98;0;1;6;1;69.443014999
1;20151011032680;2;2;4;05;1;1;1;4;41.537836893
1;20151002041332;2;2;4;09;1;1;6;4;149.21342693
1;20151004012705;2;2;4;12;1;1;1;5;125.14009746
2;20151005039508;2;2;4;10;1;2;6;3;31.431516273
1;20151016028862;3;3;4;98;0;1;6;1;54.265112463
2;20151003000343;3;2;4;98;0;5;0;1;139.21820032
1;20151005026881;2;2;4;09;1;2;6;3;69.472367693
1;20151023022580;3;3;4;98;0;5;6;1;155.9881357
1;20151006032591;2;2;4;05;1;1;1;4;41.537836893
1;20151002037939;3;2;4;98;0;1;6;1;137.63770755
1;20151004022605;3;3;4;98;0;1;6;1;155.9881357
1;20151005038054;3;2;4;98;0;1;1;1;137.63770755
2;20151031002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003032790;2;2;4;05;1;1;1;4;41.537836893
1;20151003030032;3;2;4;13;0;2;6;1;52.897182225
1;20151030022612;3;3;4;98;0;1;6;1;155.9881357
1;20151034032585;2;2;4;05;1;1;1;4;41.537836893
1;20151003026336;2;2;4;01;1;2;6;3;57.161648545
1;20151008032783;2;2;4;05;1;1;1;5;41.537836893
1;20151005022640;3;3;4;98;0;1;6;1;155.9881357
1;20151004032785;2;2;4;05;1;1;1;6;41.537836893
1;20151008032686;2;2;4;05;1;1;1;4;41.537836893
1;20151003010626;2;2;4;13;1;1;6;3;122.34350154
1;20151005027975;2;2;4;04;1;1;1;4;36.89565212
1;20151047022612;3;3;4;98;0;1;6;1;155.9881357
1;20151008032594;2;2;4;05;1;1;1;4;41.537836893
1;20151003032685;2;2;4;05;1;1;1;4;41.537836893
2;20151004031370;3;2;4;98;0;5;0;1;89.130417409
1;20151003032675;2;2;4;05;1;1;1;4;41.537836893
1;20151003032671;2;2;4;05;1;1;1;4;41.537836893
2;20151005031370;3;2;4;98;0;5;0;1;89.130417409
1;20151003024188;2;2;4;10;2;1;6;5;188.15375211
1;20151003032588;2;2;4;05;1;1;1;4;41.537836893
1;20151011028862;3;3;4;98;0;1;6;1;54.265112463
2;20151004024806;3;2;4;98;0;5;0;1;137.63770755
1;20151003032566;2;2;4;05;1;1;1;4;72.835293426
2;20151003039504;2;2;4;10;2;1;6;5;91.071951935
1;20151004035487;3;2;4;98;0;1;6;1;20.639692109
1;20151003027990;2;2;4;04;1;1;1;4;36.89565212
1;20151003018805;3;2;4;98;0;1;1;1;137.63770755
1;20151007035208;3;2;4;98;0;1;1;1;77.083365818
1;20151003027860;2;2;4;04;1;1;6;4;50.178618671
1;20151023032785;2;2;4;05;1;1;1;6;41.537836893
1;20151005022583;3;3;4;98;0;1;6;1;155.9881357
2;20151003030395;2;2;4;04;1;1;1;4;36.89565212
1;20151005022578;2;3;4;14;9;4;6;2;178.96393975
1;20151004010626;2;2;4;13;1;1;6;3;122.34350154
2;20151014017121;2;2;4;09;1;3;1;3;69.472367693
2;20151003039508;2;2;4;10;1;2;6;3;31.431516273
1;20151005033628;2;2;4;04;1;1;1;4;69.652084712
1;20151003026411;2;2;4;01;1;1;6;4;57.161648545
1;20151055022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003026304;2;2;4;01;2;1;6;4;87.013462293
1;20151003032792;2;2;4;05;1;1;1;4;41.537836893
1;20151037022612;3;3;4;98;0;1;6;1;155.9881357
2;20151005017056;2;2;4;01;1;1;6;6;71.030748729
1;20151017032585;2;2;4;05;1;1;1;4;41.537836893
1;20151006029325;2;2;4;01;1;2;1;4;57.161648545
1;20151012012005;3;3;4;98;0;1;6;1;54.265112463
1;20151003012695;3;2;4;98;0;1;6;1;139.21820032
1;20151014005438;3;3;4;98;0;2;6;1;54.265112463
1;20151003020745;2;3;4;01;1;4;6;2;117.56656449
1;20151003026279;2;2;4;01;2;1;6;4;87.013462293
1;20151003022623;3;3;4;98;0;1;6;1;155.9881357
1;20151004010855;2;2;4;13;1;1;6;3;61.759366222
2;20151014002797;2;2;4;09;1;1;1;5;69.472367693
1;20151003011740;2;2;4;09;1;1;6;3;31.062555211
1;20151003034787;2;2;4;10;2;1;6;4;24.166040058
1;20151007022605;3;3;4;98;0;1;6;1;155.9881357
1;20151003034022;2;2;4;10;2;1;6;4;24.166040058
1;20151034033628;2;2;4;04;1;1;1;4;69.652084712
2;20151003019091;3;3;4;98;0;5;0;1;155.9881357
2;20151004028806;3;2;4;98;0;5;0;1;40.638525155
1;20151032026881;2;2;4;09;1;2;6;3;69.472367693
1;20151005018849;3;2;4;98;0;1;1;1;137.63770755
1;20151007035546;3;2;4;98;0;1;6;1;20.639692109
1;20151006012874;2;2;4;01;1;1;1;4;57.161648545
1;20151005022101;2;2;4;09;1;4;6;3;31.062555211
1;20151003012615;3;2;4;98;0;1;6;1;139.21820032
2;20151004020732;3;3;4;98;0;5;0;1;54.265112463
1;20151004033510;2;2;4;04;1;1;1;4;69.652084712
1;20151004017599;2;2;4;09;2;2;6;3;249.47851368
1;20151014022573;3;3;4;98;0;5;6;1;155.9881357
1;20151005029325;2;2;4;01;1;2;1;4;57.161648545
1;20151003018780;3;2;4;98;0;1;1;1;78.210581088
1;20151073022580;3;3;4;98;0;5;6;1;155.9881357
1;20151005028856;3;3;4;98;0;4;6;1;54.265112463
1;20151011019027;2;2;4;13;8;3;1;4;157.91064039
1;20151020022647;3;3;4;98;0;1;6;1;155.9881357
1;20151009033628;2;2;4;04;1;1;1;4;69.652084712
1;20151079022580;3;3;4;98;0;5;6;1;155.9881357
2;20151004020734;3;3;4;98;0;5;0;1;54.265112463
2;20151002042227;3;3;4;09;0;1;1;1;336.99290083
1;20151003012874;2;2;4;01;1;1;1;4;57.161648545
1;20151004011729;2;2;4;09;1;2;6;3;31.062555211
2;20151002040060;2;2;4;09;2;1;6;4;368.33142517
1;20151018005438;3;3;4;98;0;2;6;1;54.265112463
1;20151042022647;3;3;4;98;0;1;6;1;155.9881357
1;20151012028862;3;3;4;98;0;1;6;1;54.265112463
2;20151005019074;3;3;4;98;0;5;0;1;155.9881357
2;20151003024769;2;2;4;05;1;1;6;5;90.425625106
1;20151003022612;3;3;4;98;0;1;6;1;155.9881357
2;20151004023870;3;3;4;04;0;1;1;1;336.99290083
1;20151003011462;2;2;4;04;1;1;1;4;69.652084712
2;20151038002797;2;2;4;09;1;1;1;5;69.472367693
1;20151012022583;3;3;4;98;0;1;6;1;155.9881357
1;20151087022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003032795;2;2;4;05;1;1;1;4;41.537836893
1;20151012022640;3;3;4;98;0;1;6;1;155.9881357
1;20151004018780;3;2;4;98;0;1;1;1;78.210581088
2;20151002040051;2;2;4;09;2;1;6;4;249.47851368
2;20151003039305;2;2;4;09;4;1;6;4;236.65886475
2;20151003038846;2;2;4;04;2;1;6;5;43.114097531
1;20151003027878;2;2;4;04;2;1;6;4;58.635794058
1;20151003027122;3;2;4;98;0;1;1;1;40.638525155
1;20151027019027;2;2;4;13;8;3;1;4;157.91064039
2;20151004023868;3;3;4;04;0;1;6;1;336.99290083
2;20151019017121;2;2;4;09;1;3;1;3;69.472367693
1;20151005022647;3;3;4;98;0;1;6;1;155.9881357
1;20151005022584;3;3;4;98;0;1;6;1;155.9881357
1;20151005022573;3;3;4;98;0;5;6;1;155.9881357
1;20151059022647;3;3;4;98;0;1;6;1;155.9881357
1;20151005022563;3;3;4;98;0;1;6;1;155.9881357
1;20151005020766;3;3;4;98;0;4;6;1;155.9881357
1;20151003012648;2;2;4;13;2;1;6;4;115.03773431
1;20151005020823;3;3;4;98;0;1;6;1;155.9881357
2;20151021023868;3;3;4;04;0;1;6;1;336.99290083
1;20151003027970;2;2;4;04;1;1;1;4;36.89565212
1;20151031022647;3;3;4;98;0;1;6;1;155.9881357
1;20151003028053;2;2;4;04;1;1;1;5;36.89565212
2;20151003000189;3;2;4;98;0;5;0;1;540.46027547
1;20151004011464;2;2;4;04;1;1;1;4;69.652084712
1;20151008026881;2;2;4;09;1;2;6;3;69.472367693
1;20151008027339;3;2;4;98;0;5;6;1;40.638525155
1;20151040022612;3;3;4;98;0;1;6;1;155.9881357
1;20151003028172;2;2;4;04;1;1;1;4;36.89565212
1;20151004018849;3;2;4;98;0;1;1;1;137.63770755
1;20151005021124;2;2;4;01;1;1;1;4;208.20070748
1;20151005020758;3;3;4;98;0;4;6;1;155.9881357
2;20151002038919;2;2;4;10;2;1;6;4;91.071951935
2;20151005020737;3;3;4;98;0;5;0;1;54.265112463
1;20151003012644;2;2;4;01;1;1;1;5;39.868031999
1;20151003010715;2;2;4;13;1;1;6;3;61.759366222
1;20151003012637;2;2;4;01;8;1;6;5;60.688513843
1;20151003022573;3;3;4;98;0;5;6;1;155.9881357
1;20151005032680;2;2;4;05;1;1;1;4;41.537836893
1;20151007021124;2;2;4;01;1;1;1;4;208.20070748
1;20151039026881;2;2;4;09;1;2;6;3;69.472367693
1;20151003030969;3;2;4;98;0;1;6;1;90.705091091
2;20151003027703;3;2;4;98;0;5;0;1;139.21820032
1;20151006027339;3;2;4;98;0;5;6;1;40.638525155
2;20151004023902;3;3;4;04;0;1;1;1;336.99290083
1;20151008028862;3;3;4;98;0;1;6;1;54.265112463
1;20151002038054;3;2;4;98;0;1;1;1;137.63770755
2;20151003030717;2;2;4;05;1;1;1;4;90.249739875
1;20151005017853;2;2;4;09;1;2;6;3;160.29395754
2;20151026017121;2;2;4;09;1;3;1;3;69.472367693
2;20151003030625;2;2;4;04;1;1;6;5;50.178618671
1;20151005033514;2;2;4;04;1;1;1;4;69.652084712
2;20151005017121;2;2;4;09;1;3;1;3;69.472367693
2;20151005017087;2;2;4;09;1;1;1;3;69.472367693
1;20151016021124;2;2;4;01;1;1;1;4;208.20070748
1;20151004027079;3;2;4;98;0;1;1;1;89.130417409
1;20151012012874;2;2;4;01;1;1;1;4;57.161648545
1;20151003028216;2;2;4;04;2;1;6;4;43.114097531
1;20151069022647;3;3;4;98;0;1;6;1;155.9881357
1;20151004027301;3;2;4;98;0;1;1;1;89.130417409
1;20151004032883;2;2;4;05;1;1;1;4;41.537836893
2;20151004001093;2;3;4;09;1;1;1;3;248.41551679
2;20151005013979;3;2;4;98;0;5;0;1;89.130417409
1;20151027022647;3;3;4;98;0;1;6;1;155.9881357
1;20151011029325;2;2;4;01;1;2;1;4;57.161648545
1;20151004018975;3;2;4;98;0;1;6;1;78.210581088
2;20151004025082;3;2;4;98;0;5;0;1;99.811025869
1;20151024029325;2;2;4;01;1;2;1;4;57.161648545
1;20151003032794;2;2;4;05;1;1;1;4;41.537836893
1;20151006026750;3;2;4;98;0;1;6;1;69.443014999
2;20151005037472;2;4;4;09;1;1;6;4;29.958418921
1;20151016022056;3;2;4;98;0;1;6;1;112.90754935
1;20151005012874;2;2;4;01;1;1;1;4;57.161648545
1;20151004033628;2;2;4;04;1;1;1;4;69.652084712
1;20151005012705;2;2;4;12;1;1;1;5;125.14009746
1;20151004033514;2;2;4;04;1;1;1;4;69.652084712
1;20151005012606;3;2;4;98;0;1;1;1;139.21820032
1;20151008033514;2;2;4;04;1;1;1;4;69.652084712
2;20151003019273;3;2;4;98;0;5;0;1;150.29776313
1;20151003032786;2;2;4;05;1;1;1;4;41.537836893
1;20151021032785;2;2;4;05;1;1;1;6;41.537836893
1;20151003029874;3;2;4;98;0;1;1;1;139.21820032
1;20151003013679;2;2;4;10;8;1;6;4;91.071951935
1;20151003028154;2;2;4;04;1;1;1;4;36.89565212
1;20151039033628;2;2;4;04;1;1;1;4;69.652084712
1;20151006027984;2;2;4;04;1;1;1;4;36.89565212
2;20151003019271;3;2;4;98;0;5;0;1;150.29776313
1;20151023033628;2;2;4;04;1;1;1;4;69.652084712
1;20151008022101;2;2;4;09;1;4;6;3;31.062555211
1;20151003020776;2;3;4;14;1;4;6;2;140.21421379
2;20151003019304;3;2;4;98;0;5;0;1;38.538151326
2;20151003019305;3;2;4;98;0;5;0;1;38.538151326
1;20151005011459;2;2;4;04;1;1;1;4;69.652084712
1;20151006022602;3;3;4;98;0;1;6;1;155.9881357
1;20151003026284;2;2;4;01;8;1;6;4;87.013462293
1;20151016022647;3;3;4;98;0;1;6;1;155.9881357
1;20151008035941;3;3;4;98;0;1;1;1;40.216604251
1;20151016022640;3;3;4;98;0;1;6;1;155.9881357
2;20151002039508;2;2;4;10;1;2;6;3;31.431516273
1;20151012022580;3;3;4;98;0;5;6;1;155.9881357
1;20151024029247;2;2;4;01;1;2;1;4;57.161648545
1;20151016022605;3;3;4;98;0;1;6;1;155.9881357
1;20151002041330;2;2;4;09;2;1;6;4;232.23298334
1;20151004017853;2;2;4;09;1;2;6;3;160.29395754
2;20151003029095;2;2;4;09;1;1;6;4;160.29395754
1;20151005010626;2;2;4;13;1;1;6;3;122.34350154
1;20151003000020;3;2;4;98;0;4;6;1;99.811025869
1;20151003011457;2;2;4;04;1;1;1;4;69.652084712
1;20151042022612;3;3;4;98;0;1;6;1;155.9881357
1;20151070022580;3;3;4;98;0;5;6;1;155.9881357
2;20151005009053;3;2;4;98;0;5;0;1;112.80489618
1;20151003026447;2;2;4;01;2;1;6;4;87.013462293
2;20151002042338;3;3;4;09;0;1;1;1;336.99290083
1;20151003028862;3;3;4;98;0;1;6;1;54.265112463
1;20151004032378;2;2;4;09;1;1;1;4;42.172884535
1;20151002041308;2;2;4;09;1;1;6;4;149.21342693
2;20151004017277;3;3;4;98;0;5;0;1;54.265112463
2;20151002042213;3;3;4;09;0;1;1;1;336.99290083
1;20151003012067;2;3;4;01;1;1;6;3;40.899026169
1;20151053022647;3;3;4;98;0;1;6;1;155.9881357
2;20151003020731;3;3;4;98;0;5;0;1;54.265112463
2;20151003028760;3;2;4;98;0;5;0;1;40.638525155
1;20151003012016;3;3;4;98;0;4;6;1;54.265112463
1;20151008032585;2;2;4;05;1;1;1;4;41.537836893
1;20151003038070;2;2;4;01;7;4;6;4;157.91064039
2;20151003028717;2;2;4;09;1;2;6;2;69.472367693
2;20151002039476;2;2;4;10;2;1;6;4;91.071951935
2;20151003037223;3;3;4;09;0;1;1;1;336.99290083
2;20151003028640;2;2;4;02;1;1;6;3;195.4607934
1;20151014022640;3;3;4;98;0;1;6;1;155.9881357
1;20151003011929;2;2;4;09;8;1;6;3;48.34517922
1;20151025032585;2;2;4;05;1;1;1;4;41.537836893
1;20151007028172;2;2;4;04;1;1;1;4;36.89565212
1;20151004038074;3;2;4;98;0;1;1;1;137.63770755
2;20151009002797;2;2;4;09;1;1;1;5;69.472367693
1;20151026032785;2;2;4;05;1;1;1;6;41.537836893
1;20151036033628;2;2;4;04;1;1;1;4;69.652084712
1;20151030022580;3;3;4;98;0;5;6;1;155.9881357
1;20151003032684;2;2;4;05;1;1;1;4;41.537836893
1;20151008032879;2;2;4;05;1;1;1;4;41.537836893
2;20151004042335;3;3;4;09;0;1;1;1;336.99290083
1;20151004022616;3;3;4;98;0;1;6;1;155.9881357
1;20151003020766;3;3;4;98;0;4;6;1;155.9881357
1;20151004013679;2;2;4;10;8;1;6;4;91.071951935
1;20151034022647;3;3;4;98;0;1;6;1;155.9881357
1;20151003026392;2;2;4;01;1;1;6;5;57.161648545
1;20151004026325;2;2;4;01;8;4;6;5;87.013462293
1;20151003027339;3;2;4;98;0;5;6;1;40.638525155
1;20151004041327;2;2;4;09;1;1;6;3;149.21342693
1;20151004041316;2;2;4;09;7;1;6;4;232.23298334
1;20151003035546;3;2;4;98;0;1;6;1;20.639692109
1;20151035022612;3;3;4;98;0;1;6;1;155.9881357
1;20151006022640;3;3;4;98;0;1;6;1;155.9881357
1;20151016027079;3;2;4;98;0;1;1;1;89.130417409
1;20151002041328;2;2;4;09;1;1;6;4;149.21342693
1;20151016026881;2;2;4;09;1;2;6;3;69.472367693
1;20151009005438;3;3;4;98;0;2;6;1;54.265112463
1;20151026026881;2;2;4;09;1;2;6;3;69.472367693
1;20151028022580;3;3;4;98;0;5;6;1;155.9881357
1;20151019021124;2;2;4;01;1;1;1;4;208.20070748
2;20151003028248;2;2;4;06;2;3;6;6;80.473620103
1;20151003028232;2;2;4;04;1;1;6;4;36.89565212
1;20151003028219;2;2;4;04;1;1;1;4;36.89565212
1;20151003011464;2;2;4;04;1;1;1;4;69.652084712
1;20151004041332;2;2;4;09;1;1;6;4;149.21342693
1;20151003028161;2;2;4;04;2;1;6;4;43.114097531
1;20151003028158;2;2;4;04;1;1;6;5;36.89565212
1;20151004037939;3;2;4;98;0;1;6;1;137.63770755
1;20151003022641;3;3;4;98;0;1;6;1;155.9881357
2;20151005030625;2;2;4;04;1;1;6;5;50.178618671
1;20151003041312;2;2;4;09;1;1;1;4;149.21342693
1;20151004037418;2;4;4;09;2;1;6;4;46.626722175
1;20151015026881;2;2;4;09;1;2;6;3;69.472367693
1;20151004031300;2;2;4;09;1;1;6;4;64.39186504
